Issue ID,Area ID,Title,Development Status,Audit Runs,Proposal Quality Score,Audit Status,Last Audit Type,Last Audit Date,Score Basis,Next Audit Need,Audit Rubric Version,Rebaseline Status,Rebaseline Notes,Adoption Friction Score,Adoption Friction Band,Adoption Friction Notes,Required Electoral Environment,Pathway Viability,Development Priority,Pathway Adjustment,Enactment Pathway Notes
REG-007,A-17,Threats to independent funding,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
REG-008,A-17,Unclear constitutional design options after recent doctrine,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-001,A-18,Political review or alteration of scientific reports,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-002,A-18,Removal or suppression of datasets,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-003,A-18,Manipulation of publication schedules,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-004,A-18,Interference with statistical agencies,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-005,A-18,Censorship of agency terminology,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-006,A-18,Suppression of unfavorable findings,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-007,A-18,Political alteration of historical presentation,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-008,A-18,Insufficient independent archival preservation and methodology protection,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FACT-009,A-18,"Misleading official terminology, titles, or institutional labels",Candidate,1,0,Pending development; no proposal-quality score assigned,Horizon integration decision,2026-06-25,HOR-005 admitted as A-18 candidate focused on misleading official terminology and institutional labels; no proposal-quality score is assigned until a basic proposal framework is developed.,"Apply issue-admission test during development; source-develop EO 14347, 10 U.S.C. § 111, public-facing DOD/Department of War usage, appropriations/procurement/records consequences, public-notice effects, and war-powers confusion risk.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
RET-001,A-19,Politically motivated grant cancellation or withholding,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
RET-002,A-19,Contracting favoritism or retaliation,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
RET-003,A-19,Selective regulatory scrutiny,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
RET-004,A-19,Licensing or approval pressure,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
RET-005,A-19,"Antitrust, tax, or enforcement coercion",Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
RET-006,A-19,"Retaliation against universities, law firms, media, or businesses",Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
RET-007,A-19,Security-clearance or access retaliation,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
RET-008,A-19,Weak emergency remedies and evidentiary transparency,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FED-001,A-20,Conditioning disaster or infrastructure aid,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FED-002,A-20,Selective enforcement against disfavored states,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FED-003,A-20,Coercive grant conditions,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FED-004,A-20,Federal takeover or displacement of state functions,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FED-005,A-20,Deployment of federal forces over state objection,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FED-006,A-20,Interference with state election systems,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FED-007,A-20,Retaliatory investigations or audits,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FED-008,A-20,Abuse of waiver and approval authority,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FRB-001,A-21,Presidential pressure on interest-rate and monetary-policy decisions,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FRB-002,A-21,Uncertain removal protection for Federal Reserve governors and leadership,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FRB-003,A-21,Politicized appointments and confirmations,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FRB-004,A-21,Manipulation through vacancies,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FRB-005,A-21,Threats to financing and operational independence,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FRB-006,A-21,Political retaliation against Federal Reserve officials,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FRB-007,A-21,Pre-election monetary manipulation,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
FRB-008,A-21,Preservation of accountability alongside instrument independence,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-001,A-22,Retaliatory denial of access,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-002,A-22,Selective exclusion from government events and information,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-003,A-22,"Misuse of investigations, subpoenas, surveillance, or source demands",Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-004,A-22,Regulatory retaliation,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-005,A-22,Contracting and commercial pressure,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-006,A-22,Misuse of official power to threaten or punish reporting,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-007,A-22,Manipulation of the factual record,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-008,A-22,Delegitimization combined with governmental coercive power,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-009,A-22,Weak protection for confidential sources,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-010,A-22,Public-broadcasting and funding retaliation,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-011,A-22,Discriminatory taxation or financial burdens,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
PRESS-012,A-22,Lack of rapid remedies for time-sensitive press disputes,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
HER-001,A-23,Unilateral alteration or demolition of the White House and other nationally significant federal historic property,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
